contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
ZJ_NB_contig_11287930	8914	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_18702787||0_partial	8914	No	NA	11	0	7	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
FJ_XM_contig_4806699	8912	No	NA	8	0	0	Low-quality	Genome-fragment	10.23	AAI-based (medium-confidence)	0	1	no viral genes detected
GD_ZH_contig_10523154||full	8909	No	NA	10	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_12933171	8908	No	NA	11	1	1	Low-quality	Genome-fragment	4.83	AAI-based (high-confidence)	0	1	
SD_QD_contig_21618338	8908	No	NA	20	4	0	Low-quality	Genome-fragment	14.17	AAI-based (high-confidence)	0	1	
JS_LYG_contig_18771072	8907	No	NA	13	3	2	Low-quality	Genome-fragment	13.42	HMM-based (lower-bound)	0	1	
LN_DD_contig_1014370	8907	No	NA	12	9	0	Low-quality	Genome-fragment	9.85	HMM-based (lower-bound)	0	1	
SD_QD_contig_30849848	8907	No	NA	9	1	0	Low-quality	Genome-fragment	13.32	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_3831134	8907	No	NA	8	0	0	Low-quality	Genome-fragment	21.76	AAI-based (medium-confidence)	0	1.02	no viral genes detected
JS_YC_contig_3430164	8904	No	NA	9	1	0	Low-quality	Genome-fragment	3.38	HMM-based (lower-bound)	0	1	
JS_LYG_contig_18500510	8903	No	NA	9	2	0	Low-quality	Genome-fragment	13.24	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_2202205	8903	No	NA	14	6	0	Low-quality	Genome-fragment	20.13	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_22364640	8903	No	NA	15	2	0	Medium-quality	Genome-fragment	83	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_15411886||full	8903	No	NA	10	1	0	Low-quality	Genome-fragment	2.8	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_10119847||full	8902	No	NA	11	2	0	Low-quality	Genome-fragment	18.71	AAI-based (medium-confidence)	0	1	
GD_ST_contig_25916619	8899	No	NA	8	3	0	Low-quality	Genome-fragment	26.37	AAI-based (medium-confidence)	0	1	
SD_QD_contig_29216006	8898	No	NA	20	1	0	Low-quality	Genome-fragment	1.96	HMM-based (lower-bound)	0	1	
JS_YC_contig_9648370	8897	No	NA	9	3	0	Low-quality	Genome-fragment	5.3	AAI-based (medium-confidence)	0	1	
SD_DY_contig_6874070	8897	No	NA	25	2	0	Low-quality	Genome-fragment	2.02	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_18740840	8897	No	NA	10	5	0	Low-quality	Genome-fragment	24.63	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_22845458	8897	No	NA	16	1	3	Low-quality	Genome-fragment	18.12	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_7709199||full	8897	No	NA	9	3	0	Low-quality	Genome-fragment	1.82	HMM-based (lower-bound)	0	1	
GX_BH_contig_8224000||full_1	8896	No	NA	10	8	0	Low-quality	Genome-fragment	24.22	AAI-based (medium-confidence)	0	1	
SD_DY_contig_2298156	8896	No	NA	6	0	0	Low-quality	Genome-fragment	1.93	AAI-based (medium-confidence)	0	1	no viral genes detected
GD_ST_contig_18178240	8895	No	NA	20	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_14439619||full_1	8895	No	NA	11	2	0	Low-quality	Genome-fragment	8.04	HMM-based (lower-bound)	0	1	
SD_DY_contig_18529251||full	8895	No	NA	9	2	0	Low-quality	Genome-fragment	7.01	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_4654932	8895	No	NA	17	1	0	Low-quality	Genome-fragment	16.19	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_5152585	8895	No	NA	12	1	0	Medium-quality	Genome-fragment	82.93	HMM-based (lower-bound)	0	1	
JS_YC_contig_18113347	8894	No	NA	17	2	0	Low-quality	Genome-fragment	18.88	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_5689261	8894	No	NA	12	3	0	Low-quality	Genome-fragment	13.97	AAI-based (medium-confidence)	0	1	
GX_BH_contig_16060652	8893	No	NA	12	2	1	Low-quality	Genome-fragment	4.24	HMM-based (lower-bound)	0	1	
SD_DY_contig_9583081||full	8893	No	NA	11	1	1	Low-quality	Genome-fragment	4.63	HMM-based (lower-bound)	0	1.01	
GD_ZH_contig_15368233	8892	No	NA	13	1	3	Low-quality	Genome-fragment	9.71	HMM-based (lower-bound)	0	1	
JS_LYG_contig_8558880||full	8892	No	NA	18	4	0	Low-quality	Genome-fragment	11.95	HMM-based (lower-bound)	0	1	
SD_QD_contig_4668546||full	8892	No	NA	2	1	0	Low-quality	Genome-fragment	7.25	AAI-based (medium-confidence)	0	1	
SD_QD_contig_15875942	8891	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_18697887	8888	No	NA	10	3	0	Low-quality	Genome-fragment	7.35	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_12688771	8888	No	NA	17	16	0	Low-quality	Genome-fragment	4.76	AAI-based (high-confidence)	0	1	
LN_DD_contig_17089258||full	8887	No	NA	6	2	0	Low-quality	Genome-fragment	5.02	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_10513872||full	8886	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ZH_contig_3067653||full	8886	No	NA	6	1	0	Low-quality	Genome-fragment	4	HMM-based (lower-bound)	0	1	
JS_LYG_contig_24455600	8886	No	NA	13	2	0	Low-quality	Genome-fragment	4.87	AAI-based (medium-confidence)	0	1	
LN_DD_contig_8900858||full	8886	No	NA	10	1	7	Low-quality	Genome-fragment	9.89	HMM-based (lower-bound)	0	1	
SD_QD_contig_14850529||full	8886	No	NA	17	1	0	Low-quality	Genome-fragment	5.02	HMM-based (lower-bound)	0	1	
LN_DD_contig_5629745	8884	No	NA	6	0	0	Low-quality	Genome-fragment	16.28	AAI-based (high-confidence)	0	1	no viral genes detected
GD_ZH_contig_10450129	8883	No	NA	11	3	0	Low-quality	Genome-fragment	1.96	HMM-based (lower-bound)	0	1	
SD_QD_contig_8265363	8883	No	NA	21	2	0	Low-quality	Genome-fragment	11.22	HMM-based (lower-bound)	0	1	
JS_YC_contig_575437	8882	No	NA	14	1	0	Low-quality	Genome-fragment	4.32	AAI-based (medium-confidence)	0	1	
SD_QD_contig_26356694	8882	No	NA	22	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_3765779	8881	No	NA	12	6	1	Low-quality	Genome-fragment	16.9	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_21178306	8880	No	NA	5	5	0	Low-quality	Genome-fragment	14.69	AAI-based (high-confidence)	0	1	
HN_SY_contig_997398||full	8879	No	NA	8	1	1	Low-quality	Genome-fragment	4	HMM-based (lower-bound)	0	1	
LN_DD_contig_13529046	8877	No	NA	11	2	0	Low-quality	Genome-fragment	4.13	HMM-based (lower-bound)	0	1.04	
FJ_XM_contig_15002616	8876	No	NA	9	1	0	Low-quality	Genome-fragment	12.78	HMM-based (lower-bound)	0	1	
JS_LYG_contig_9088018	8875	No	NA	7	1	0	Low-quality	Genome-fragment	4.62	HMM-based (lower-bound)	0	1	
JS_LYG_contig_8312439	8874	No	NA	10	5	0	Low-quality	Genome-fragment	12.62	HMM-based (lower-bound)	0	1	
JS_YC_contig_3215008	8874	No	NA	17	3	0	Low-quality	Genome-fragment	3.58	HMM-based (lower-bound)	0	1	
LN_DD_contig_10430146||full	8874	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ZH_contig_21371962	8871	No	NA	18	7	0	Low-quality	Genome-fragment	14.2	AAI-based (high-confidence)	0	1	
SD_QD_contig_31306277||full	8871	No	NA	10	5	0	Low-quality	Genome-fragment	19.31	AAI-based (medium-confidence)	0	1	
LN_DD_contig_5165688	8870	No	NA	30	4	0	Low-quality	Genome-fragment	9.35	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_6827952	8870	No	NA	22	4	0	Low-quality	Genome-fragment	10.42	HMM-based (lower-bound)	0	1	
GD_ST_contig_406346||full	8869	No	NA	10	2	0	Low-quality	Genome-fragment	15.26	HMM-based (lower-bound)	0	1	
JS_LYG_contig_21909949	8869	No	NA	13	5	0	Low-quality	Genome-fragment	15.59	HMM-based (lower-bound)	0	1	
JS_LYG_contig_20874549	8867	No	NA	21	2	1	Low-quality	Genome-fragment	2.78	HMM-based (lower-bound)	0	1	
GX_BH_contig_26370910||full	8866	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
LN_DD_contig_9379495	8866	No	NA	12	4	0	Low-quality	Genome-fragment	13.91	AAI-based (high-confidence)	0	1	
GX_BH_contig_30011914	8865	No	NA	12	4	0	Low-quality	Genome-fragment	20.81	AAI-based (high-confidence)	0	1	
HN_SY_contig_32460304	8863	No	NA	12	1	2	Low-quality	Genome-fragment	5.33	HMM-based (lower-bound)	0	1	
JS_LYG_contig_650072	8863	No	NA	18	1	1	Low-quality	Genome-fragment	4.72	HMM-based (lower-bound)	0	1	
SD_DY_contig_1256420	8863	No	NA	19	1	0	Low-quality	Genome-fragment	19.87	AAI-based (medium-confidence)	0	1	
SD_DY_contig_11962452	8862	No	NA	18	5	0	Low-quality	Genome-fragment	20.11	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_11979322||full	8861	No	NA	25	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_22034674||full	8861	No	NA	10	2	0	Low-quality	Genome-fragment	0.71	HMM-based (lower-bound)	0	1.02	
GD_ST_contig_3194780||full	8860	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_253341	8859	No	NA	11	2	0	Low-quality	Genome-fragment	6.45	AAI-based (medium-confidence)	0	1	
SD_QD_contig_21932215	8859	No	NA	17	3	0	Low-quality	Genome-fragment	9.65	HMM-based (lower-bound)	0	1	
FJ_XM_contig_17289575	8858	No	NA	8	2	0	Low-quality	Genome-fragment	4.3	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_22435249||full	8858	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_13268836||full	8857	No	NA	11	2	0	Low-quality	Genome-fragment	19.17	AAI-based (medium-confidence)	0	1	
GX_BH_contig_27971531	8856	No	NA	12	3	0	Low-quality	Genome-fragment	11.6	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_5110835	8856	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_1391598	8855	No	NA	8	1	0	Low-quality	Genome-fragment	4.8	HMM-based (lower-bound)	0	1.12	
GD_ZH_contig_6692253	8853	No	NA	16	1	0	Low-quality	Genome-fragment	6.54	HMM-based (lower-bound)	0	1	
GX_BH_contig_3155072||full	8851	No	NA	9	4	0	Low-quality	Genome-fragment	24.05	AAI-based (medium-confidence)	0	1	
LN_DD_contig_21191742	8851	No	NA	7	3	0	Low-quality	Genome-fragment	11.85	HMM-based (lower-bound)	0	1	
SD_QD_contig_13674609	8851	No	NA	17	3	0	Low-quality	Genome-fragment	19.44	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_17762317	8850	No	NA	18	2	0	Low-quality	Genome-fragment	12.15	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_22219155	8850	No	NA	16	3	0	Low-quality	Genome-fragment	3.8	HMM-based (lower-bound)	0	1.01	
HN_SY_contig_10953531||full	8849	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
LN_DD_contig_25500489	8849	No	NA	11	4	0	Low-quality	Genome-fragment	2.15	AAI-based (medium-confidence)	0	1	
HN_SY_contig_17673484||full	8848	No	NA	16	5	0	Low-quality	Genome-fragment	16.47	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_13988911||full	8848	No	NA	14	8	0	Low-quality	Genome-fragment	18.55	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_9238416	8848	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_20141799	8847	No	NA	11	1	0	Low-quality	Genome-fragment	12.66	HMM-based (lower-bound)	0	1	
HN_SY_contig_23571456||full	8845	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_5815192	8845	No	NA	12	2	0	Low-quality	Genome-fragment	14.56	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_35036626	8844	No	NA	10	5	0	Low-quality	Genome-fragment	13.32	HMM-based (lower-bound)	0	1	
GD_ST_contig_13316687||full	8844	No	NA	11	2	0	Low-quality	Genome-fragment	17.49	HMM-based (lower-bound)	0	1	
HN_SY_contig_10638772	8844	No	NA	15	10	0	Low-quality	Genome-fragment	28.8	AAI-based (high-confidence)	0	1	
JS_LYG_contig_24291779	8844	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_25654622	8844	No	NA	14	4	0	Low-quality	Genome-fragment	15.3	AAI-based (medium-confidence)	0	1	
LN_DD_contig_24251739	8843	No	NA	17	1	0	Low-quality	Genome-fragment	6.04	AAI-based (medium-confidence)	0	1	
HN_SY_contig_348579||full	8842	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_14270246	8842	No	NA	13	1	0	Low-quality	Genome-fragment	4.47	HMM-based (lower-bound)	0	1.01	
ZJ_WZ_contig_18547385	8842	No	NA	10	3	0	Low-quality	Genome-fragment	23.03	AAI-based (high-confidence)	0	1	
GX_BH_contig_29512544	8841	No	NA	10	2	0	Low-quality	Genome-fragment	21.33	AAI-based (high-confidence)	0	1	
JS_LYG_contig_10193638	8841	No	NA	20	4	0	Low-quality	Genome-fragment	13.6	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_26476646	8841	No	NA	11	5	0	Low-quality	Genome-fragment	19.34	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_26049993	8839	No	NA	13	3	0	Low-quality	Genome-fragment	13.66	HMM-based (lower-bound)	0	1	
JS_LYG_contig_12968421||full	8838	No	NA	11	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_13596593	8836	No	NA	10	1	0	Low-quality	Genome-fragment	24.65	AAI-based (high-confidence)	0	1	
GD_ST_contig_13569423	8835	No	NA	9	2	0	Low-quality	Genome-fragment	17.32	HMM-based (lower-bound)	0	1	
LN_DD_contig_10468652	8835	No	NA	7	1	0	Low-quality	Genome-fragment	7.35	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_11487466	8835	No	NA	18	1	0	Low-quality	Genome-fragment	0.71	HMM-based (lower-bound)	0	1.01	
JS_YC_contig_28463857	8834	No	NA	12	2	0	Low-quality	Genome-fragment	2.53	HMM-based (lower-bound)	0	2	high kmer_freq may indicate large duplication; low-confidence ITR
LN_DD_contig_23265931||full	8831	No	NA	11	7	0	Low-quality	Genome-fragment	2.85	AAI-based (medium-confidence)	0	1	
HN_SY_contig_13940092||full	8830	No	NA	10	7	0	Low-quality	Genome-fragment	20.66	AAI-based (medium-confidence)	0	1	
JS_YC_contig_19109276||full	8830	No	NA	13	2	1	Low-quality	Genome-fragment	21.42	AAI-based (medium-confidence)	0	1.01	
GD_ZH_contig_12829520||full	8828	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_8185590	8827	No	NA	14	3	0	Low-quality	Genome-fragment	19.57	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_25200473||full	8826	No	NA	11	3	1	Low-quality	Genome-fragment	19.9	AAI-based (medium-confidence)	0	1	
HN_SY_contig_12941287	8826	No	NA	14	4	0	Low-quality	Genome-fragment	10.73	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_5792152	8824	No	NA	12	4	0	Low-quality	Genome-fragment	23.05	AAI-based (medium-confidence)	0	1	
HN_SY_contig_13876695||full	8822	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_12471098	8822	No	NA	11	1	0	Low-quality	Genome-fragment	19.23	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_4567183	8822	No	NA	9	8	0	Low-quality	Genome-fragment	9.18	AAI-based (medium-confidence)	0	1	
LN_DD_contig_21372913	8821	No	NA	2	2	0	Complete	High-quality	100	DTR (high-confidence)	0	1.01	
ZJ_WZ_contig_21330951||full	8821	No	NA	12	2	0	Low-quality	Genome-fragment	11.5	HMM-based (lower-bound)	0	1	
SD_DY_contig_9568695||full	8819	No	NA	17	2	3	Low-quality	Genome-fragment	2.56	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_23823134	8819	No	NA	18	3	1	Low-quality	Genome-fragment	13.03	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_6387223	8818	No	NA	9	6	0	Low-quality	Genome-fragment	14.73	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_35112958||full	8817	No	NA	8	1	4	Low-quality	Genome-fragment	12.55	HMM-based (lower-bound)	0	1	
SD_QD_contig_6496145	8817	No	NA	17	2	0	Low-quality	Genome-fragment	4.7	HMM-based (lower-bound)	0	1	
SD_QD_contig_24843703	8815	No	NA	18	3	1	Low-quality	Genome-fragment	11.64	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_7833180	8815	No	NA	16	1	0	Low-quality	Genome-fragment	13.19	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_1269110||full	8814	No	NA	14	3	0	Low-quality	Genome-fragment	11.82	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_7778602||full	8814	No	NA	10	2	1	Low-quality	Genome-fragment	4.87	HMM-based (lower-bound)	0	1.01	
ZJ_NB_contig_13916401	8813	No	NA	9	7	0	Low-quality	Genome-fragment	16.04	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_10080892	8812	No	NA	11	6	0	Low-quality	Genome-fragment	23.65	AAI-based (high-confidence)	0	1	
JS_YC_contig_11946946||full	8811	No	NA	7	0	3	Low-quality	Genome-fragment	4.92	AAI-based (medium-confidence)	0	1	no viral genes detected
GD_ZH_contig_4232707||full	8810	No	NA	11	1	0	Low-quality	Genome-fragment	0.7	HMM-based (lower-bound)	0	1	
GX_BH_contig_6968441	8810	No	NA	10	3	0	Low-quality	Genome-fragment	20.3	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_3819913	8808	No	NA	7	1	0	Low-quality	Genome-fragment	13.71	AAI-based (medium-confidence)	0	1	
SD_DY_contig_12432221||full	8808	No	NA	10	1	0	Low-quality	Genome-fragment	13.06	HMM-based (lower-bound)	0	1	
SD_DY_contig_15648702||full	8808	No	NA	13	6	0	Low-quality	Genome-fragment	6.34	HMM-based (lower-bound)	0	1	
GD_ZH_contig_5027428	8807	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
JS_LYG_contig_9207626	8806	No	NA	12	1	1	Low-quality	Genome-fragment	6.16	AAI-based (medium-confidence)	0	1	
GX_BH_contig_24431710	8805	No	NA	16	4	0	Low-quality	Genome-fragment	10.13	HMM-based (lower-bound)	0	1	
JS_YC_contig_7721330	8805	No	NA	7	2	0	Low-quality	Genome-fragment	9.98	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_5728161||full	8805	No	NA	10	1	0	Low-quality	Genome-fragment	19.41	AAI-based (medium-confidence)	0	1	
SD_QD_contig_30138671	8802	No	NA	12	2	0	Low-quality	Genome-fragment	14.89	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_19448175	8801	No	NA	9	1	0	Low-quality	Genome-fragment	11.53	HMM-based (lower-bound)	0	1	
GX_BH_contig_20083217	8801	No	NA	10	4	0	Low-quality	Genome-fragment	8.17	HMM-based (lower-bound)	0	1	
JS_YC_contig_7045972||full	8801	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_26944469	8801	No	NA	14	1	1	Low-quality	Genome-fragment	2.41	HMM-based (lower-bound)	0	1	
GD_ST_contig_20697604||full	8800	No	NA	13	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_93879	8799	No	NA	23	4	0	Low-quality	Genome-fragment	24.04	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_15660304	8799	No	NA	8	3	0	Low-quality	Genome-fragment	3.69	HMM-based (lower-bound)	0	1.01	
ZJ_NB_contig_23861145||full	8797	No	NA	11	2	1	Low-quality	Genome-fragment	11.12	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_3337644||full	8797	No	NA	14	7	0	Low-quality	Genome-fragment	21.9	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_1405873_1	8797	No	NA	15	2	1	Low-quality	Genome-fragment	7.5	HMM-based (lower-bound)	0	1	
GD_ZH_contig_1275869||full	8796	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_14630407	8796	No	NA	7	0	0	Low-quality	Genome-fragment	16.45	AAI-based (medium-confidence)	0	1	no viral genes detected
ZJ_WZ_contig_4780616	8796	No	NA	13	3	0	Low-quality	Genome-fragment	9.97	HMM-based (lower-bound)	0	1.01	
SD_DY_contig_14661184	8795	No	NA	16	1	1	Low-quality	Genome-fragment	6.2	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_23743719	8794	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_23433993	8794	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GX_BH_contig_29595798	8793	No	NA	6	3	0	Low-quality	Genome-fragment	12.89	HMM-based (lower-bound)	0	1	
LN_DD_contig_8585221	8789	No	NA	13	7	0	Low-quality	Genome-fragment	18.31	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_14387827	8789	No	NA	13	1	1	Low-quality	Genome-fragment	5.43	HMM-based (lower-bound)	0	1	
FJ_XM_contig_18271075	8788	No	NA	13	9	0	Low-quality	Genome-fragment	17.43	AAI-based (high-confidence)	0	1	
HN_SY_contig_33258726||full	8787	No	NA	12	2	0	Low-quality	Genome-fragment	13.89	AAI-based (medium-confidence)	0	1	
HN_SY_contig_20977762||full	8786	No	NA	7	2	0	Low-quality	Genome-fragment	4.57	HMM-based (lower-bound)	0	1	
SD_DY_contig_24148691||full	8786	No	NA	3	1	0	Low-quality	Genome-fragment	4.82	HMM-based (lower-bound)	0	1	
SD_QD_contig_12415869	8785	No	NA	8	2	0	Low-quality	Genome-fragment	5.26	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_16445425||full	8785	No	NA	14	2	0	Low-quality	Genome-fragment	3.33	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_9980398	8785	No	NA	13	7	0	Low-quality	Genome-fragment	26.26	AAI-based (high-confidence)	0	1	
LN_DD_contig_2203324	8784	No	NA	6	5	0	Low-quality	Genome-fragment	14.89	AAI-based (high-confidence)	0	1	
FJ_XM_contig_25263175	8782	No	NA	12	3	0	Low-quality	Genome-fragment	27.71	AAI-based (high-confidence)	0	1	
JS_YC_contig_28024034||full	8782	No	NA	10	1	0	Low-quality	Genome-fragment	4.7	HMM-based (lower-bound)	0	1	
LN_DD_contig_11559949	8782	No	NA	13	7	0	Low-quality	Genome-fragment	14.8	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_10221092||full	8782	No	NA	3	2	0	Low-quality	Genome-fragment	4.68	AAI-based (medium-confidence)	0	1	
HN_SY_contig_26347405	8780	No	NA	17	2	2	Low-quality	Genome-fragment	1.74	AAI-based (medium-confidence)	0	1	
JS_YC_contig_10799521	8780	No	NA	5	1	0	Low-quality	Genome-fragment	2.09	HMM-based (lower-bound)	0	1	
SD_QD_contig_24621658||full	8780	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ST_contig_19182357	8779	No	NA	9	1	0	Low-quality	Genome-fragment	17.46	AAI-based (medium-confidence)	0	1	
HN_SY_contig_25343344||full	8779	No	NA	9	4	0	Low-quality	Genome-fragment	12.19	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_21334309	8779	No	NA	12	1	0	Medium-quality	Genome-fragment	81.85	HMM-based (lower-bound)	0	1.01	
JS_YC_contig_9683961||full	8778	No	NA	6	1	0	Low-quality	Genome-fragment	1.91	HMM-based (lower-bound)	0	1	
SD_DY_contig_11084898||full	8778	No	NA	15	2	0	Low-quality	Genome-fragment	22.12	AAI-based (medium-confidence)	0	1	
SD_DY_contig_20741610	8778	No	NA	16	2	0	Low-quality	Genome-fragment	12.06	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_27376907	8777	No	NA	16	4	0	Low-quality	Genome-fragment	20.89	AAI-based (high-confidence)	0	1	
JS_LYG_contig_12135355	8777	No	NA	20	1	0	Low-quality	Genome-fragment	9.23	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_20455717	8775	No	NA	9	5	0	Low-quality	Genome-fragment	4.29	HMM-based (lower-bound)	0	1	
GX_BH_contig_21229205	8773	No	NA	10	4	0	Low-quality	Genome-fragment	18.96	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_22961374	8772	No	NA	11	5	0	Low-quality	Genome-fragment	26.31	AAI-based (high-confidence)	0	1	
SD_DY_contig_9830619||full	8772	No	NA	8	1	0	Low-quality	Genome-fragment	4.85	AAI-based (medium-confidence)	0	1	
SD_QD_contig_28450452	8771	No	NA	18	2	0	Low-quality	Genome-fragment	14.5	AAI-based (high-confidence)	0	1	
LN_DD_contig_15808080	8770	No	NA	21	2	0	Low-quality	Genome-fragment	7.1	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_28649471	8769	No	NA	10	3	0	Low-quality	Genome-fragment	17.43	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_1702740	8769	No	NA	13	2	0	Low-quality	Genome-fragment	3.83	HMM-based (lower-bound)	0	1	
JS_YC_contig_20402644	8768	No	NA	9	4	0	Low-quality	Genome-fragment	13.66	AAI-based (medium-confidence)	0	1	
LN_DD_contig_8175558||full	8768	No	NA	15	5	0	Low-quality	Genome-fragment	7.63	HMM-based (lower-bound)	0	1	
HN_SY_contig_4860671||full	8766	No	NA	13	1	5	Low-quality	Genome-fragment	7.01	HMM-based (lower-bound)	0	1	
SD_QD_contig_4345094	8766	No	NA	13	2	0	Low-quality	Genome-fragment	20.59	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_24971744||full	8765	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_27199725||full	8764	No	NA	15	6	0	Low-quality	Genome-fragment	20.82	AAI-based (medium-confidence)	0	1	
HN_SY_contig_10437047||full	8763	No	NA	8	7	0	Low-quality	Genome-fragment	2.39	AAI-based (medium-confidence)	0	1	
HN_SY_contig_24826945||full	8763	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
HN_SY_contig_26675245||full	8763	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_26064423	8762	No	NA	17	0	2	Low-quality	Genome-fragment	14.03	AAI-based (medium-confidence)	0	1	no viral genes detected
