seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
HN_SY_contig_23381185	14088	No terminal repeats	NA	22	11	0.9642	NA	1	4.3578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_3245074	7935	No terminal repeats	NA	16	11	0.9642	NA	0	6.3692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_18032145	6261	No terminal repeats	NA	15	11	0.9642	NA	0	2.5316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_8919293	8378	No terminal repeats	NA	17	11	0.9642	NA	0	9.2285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_27287279||full	6925	No terminal repeats	NA	13	11	0.9642	NA	0	4.1249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_18563765	13567	No terminal repeats	NA	18	11	0.9642	NA	0	6.8519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_25268368||full	13624	No terminal repeats	NA	27	11	0.9642	NA	3	11.9283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_7853195||0_partial_1	33628	No terminal repeats	NA	38	11	0.9642	NA	14	38.9135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_19383474	13481	No terminal repeats	NA	28	11	0.9642	NA	0	8.1643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_31129321	15123	No terminal repeats	NA	40	11	0.9642	NA	0	6.1794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_21835701	11768	No terminal repeats	NA	27	11	0.9642	NA	0	4.7313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_1505904||full	18504	No terminal repeats	NA	18	11	0.9642	NA	2	14.1959	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
JS_YC_contig_225710	10288	No terminal repeats	NA	18	11	0.9642	NA	0	3.1289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_27794016	28640	No terminal repeats	NA	42	11	0.9642	NA	2	14.8489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_17910414	7028	No terminal repeats	NA	8	11	0.9642	NA	1	3.1677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_3904388||full	6961	No terminal repeats	NA	2	11	0.9642	NA	0	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
ZJ_WZ_contig_5763362	6359	No terminal repeats	NA	6	11	0.9642	NA	1	4.1199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_22406524	17712	No terminal repeats	NA	21	11	0.9642	NA	4	18.6044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_10728970||full	15162	No terminal repeats	NA	29	11	0.9641	NA	0	12.8783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_5735157	7340	No terminal repeats	NA	14	11	0.9641	NA	1	6.5383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_11748112||full	5624	No terminal repeats	NA	8	11	0.9641	NA	0	10.2730	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_24023727	9861	No terminal repeats	NA	11	11	0.9641	NA	2	9.3094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_17885767	5420	No terminal repeats	NA	7	11	0.9641	NA	0	4.5695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_835272	19972	No terminal repeats	NA	42	11	0.9641	NA	2	14.7234	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_31306277||full	8871	No terminal repeats	NA	10	11	0.9641	NA	4	10.3288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_724659||full_1	6323	No terminal repeats	NA	8	11	0.9641	NA	1	5.0906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_3684282	9229	No terminal repeats	NA	25	11	0.9641	NA	0	11.4732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_12520300||full	5463	No terminal repeats	NA	6	11	0.9641	NA	1	2.8475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
JS_LYG_contig_19422987	21887	No terminal repeats	NA	31	11	0.9641	NA	6	16.7375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_23099986	7417	No terminal repeats	NA	3	11	0.9641	NA	0	2.9182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_2911652	7395	No terminal repeats	NA	14	11	0.9641	NA	0	5.2946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_30535443	12048	No terminal repeats	NA	21	11	0.9641	NA	1	6.6851	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_23424151	10543	No terminal repeats	NA	16	11	0.9641	NA	1	3.5876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_28073749	9442	No terminal repeats	NA	18	11	0.9641	NA	0	5.5616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_29392020	12608	No terminal repeats	NA	20	11	0.9641	NA	0	13.3943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_21487357	21042	No terminal repeats	NA	36	11	0.9640	NA	0	4.3349	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_30213794	15223	No terminal repeats	NA	5	11	0.9640	NA	1	8.2985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
GD_ST_contig_15546250	5987	No terminal repeats	NA	14	11	0.9640	NA	0	2.0845	Unclassified
ZJ_WZ_contig_8210597	5436	No terminal repeats	NA	6	11	0.9640	NA	2	3.0307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_5979318	16982	No terminal repeats	NA	33	11	0.9640	NA	2	9.1734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_19017132||full	7759	No terminal repeats	NA	12	11	0.9640	NA	4	7.7293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_24375295||full	30343	No terminal repeats	NA	36	11	0.9640	NA	0	14.0933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_11597792	12783	No terminal repeats	NA	28	11	0.9640	NA	0	4.4422	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_12929146	13257	No terminal repeats	NA	19	11	0.9640	NA	0	2.6261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_14705433	31385	No terminal repeats	NA	54	11	0.9640	NA	2	16.7549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_15832907||full	5202	No terminal repeats	NA	7	11	0.9640	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_32407082||full	6658	No terminal repeats	NA	13	11	0.9640	NA	0	6.3954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_15039426_1	4284	No terminal repeats	NA	7	11	0.9640	NA	0	3.4258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_9559854	7611	No terminal repeats	NA	19	11	0.9640	NA	0	10.3001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_20310396	9114	No terminal repeats	NA	7	11	0.9640	NA	1	2.8701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
HN_SY_contig_27454313	7025	No terminal repeats	NA	14	11	0.9640	NA	1	4.0477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_22034674||full	8861	No terminal repeats	NA	10	11	0.9640	NA	0	2.8386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_6558236	7526	No terminal repeats	NA	18	11	0.9640	NA	0	4.0641	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_2178966	9317	No terminal repeats	NA	16	11	0.9640	NA	1	14.4140	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_14090275	7639	No terminal repeats	NA	16	11	0.9639	NA	0	5.9903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_26746065||full	7432	No terminal repeats	NA	14	11	0.9639	NA	0	7.4887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_14913286	5586	No terminal repeats	NA	17	11	0.9639	NA	0	9.4284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_22940449	10939	No terminal repeats	NA	29	11	0.9639	NA	1	9.1174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_6428040	6471	No terminal repeats	NA	13	11	0.9639	NA	0	3.1846	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_14940245	5366	No terminal repeats	NA	11	11	0.9639	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
SD_DY_contig_13029611	6383	No terminal repeats	NA	10	11	0.9639	NA	2	6.8170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
GD_ZH_contig_7793627	11632	No terminal repeats	NA	14	11	0.9639	NA	2	9.6667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_18347867	10086	No terminal repeats	NA	17	11	0.9639	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_24886189	7470	No terminal repeats	NA	8	11	0.9639	NA	1	3.4174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_10905882||full	17182	No terminal repeats	NA	19	11	0.9639	NA	6	23.1920	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_20239204	5570	No terminal repeats	NA	9	11	0.9639	NA	1	6.1381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
HN_SY_contig_11485670	6832	No terminal repeats	NA	16	11	0.9639	NA	3	14.8606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_7684412	10994	No terminal repeats	NA	25	11	0.9639	NA	0	18.6291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_25612557	37288	No terminal repeats	NA	61	11	0.9639	NA	3	22.0751	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_19611130||full	7013	No terminal repeats	NA	7	11	0.9639	NA	2	9.3719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_15353887||full	5889	No terminal repeats	NA	5	11	0.9639	NA	0	4.6741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_2020263	6737	No terminal repeats	NA	16	11	0.9638	NA	0	5.6015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_2459948	9476	No terminal repeats	NA	25	11	0.9638	NA	0	2.6938	Unclassified
ZJ_NB_contig_12081440	10889	No terminal repeats	NA	19	11	0.9638	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_462164_1	2997	No terminal repeats	NA	5	11	0.9638	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_21657060	5229	No terminal repeats	NA	9	11	0.9638	NA	0	5.3072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_7745232||full	7009	No terminal repeats	NA	7	11	0.9638	NA	3	6.4191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_26799063	5635	No terminal repeats	NA	12	11	0.9638	NA	0	3.4179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_7591842	10273	No terminal repeats	NA	13	11	0.9638	NA	3	8.9531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_8208999	6128	No terminal repeats	NA	11	11	0.9638	NA	1	6.3007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_25069185	5301	No terminal repeats	NA	8	11	0.9638	NA	1	3.4354	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_21347645	5371	No terminal repeats	NA	8	11	0.9638	NA	2	6.2109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_8255442	23939	No terminal repeats	NA	28	11	0.9638	NA	0	4.9386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_17382270	38796	No terminal repeats	NA	44	11	0.9638	NA	5	17.1387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_27458034	9354	No terminal repeats	NA	14	11	0.9638	NA	1	4.7712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_27976373||full	10588	No terminal repeats	NA	13	11	0.9638	NA	0	15.0113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_20960995	5173	No terminal repeats	NA	10	11	0.9638	NA	0	6.3553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_320810	9272	No terminal repeats	NA	13	11	0.9638	NA	2	5.0902	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_9233647	10022	No terminal repeats	NA	22	11	0.9638	NA	1	3.0156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_3669354	28601	No terminal repeats	NA	19	11	0.9637	NA	2	12.5188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_19473386	9983	No terminal repeats	NA	13	11	0.9637	NA	1	6.3227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_13417117	10794	No terminal repeats	NA	16	11	0.9637	NA	0	3.2044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_11550629	20426	No terminal repeats	NA	29	11	0.9637	NA	1	36.1265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_22874534	72449	No terminal repeats	NA	130	11	0.9637	NA	6	38.0461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_10348526	12728	No terminal repeats	NA	2	11	0.9637	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
ZJ_NB_contig_11000288||full	6183	No terminal repeats	NA	9	11	0.9637	NA	1	4.1871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_12347177	7609	No terminal repeats	NA	14	11	0.9637	NA	0	6.6590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_164777	5312	No terminal repeats	NA	9	11	0.9637	NA	0	5.4856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_25827007	5738	No terminal repeats	NA	12	11	0.9637	NA	0	6.8714	Unclassified
ZJ_WZ_contig_13818495	6142	No terminal repeats	NA	16	11	0.9637	NA	2	14.1216	Viruses
HN_SY_contig_6844012||full	7576	No terminal repeats	NA	5	11	0.9637	NA	0	4.1392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_5991171	5827	No terminal repeats	NA	15	11	0.9637	NA	0	2.1167	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_29408614||full_1	41190	No terminal repeats	NA	50	11	0.9637	NA	11	51.6724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_13552341||full	12340	No terminal repeats	NA	11	11	0.9637	NA	0	4.8171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_5941128||full	5946	No terminal repeats	NA	6	11	0.9637	NA	2	8.5722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_16060652	8893	No terminal repeats	NA	12	11	0.9637	NA	1	8.1163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_15537305	6285	No terminal repeats	NA	15	11	0.9637	NA	0	2.8428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_14745866	6893	No terminal repeats	NA	11	11	0.9637	NA	0	3.8061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_1312803	21616	No terminal repeats	NA	29	11	0.9637	NA	2	17.3436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_1884911	8995	No terminal repeats	NA	12	11	0.9636	NA	2	6.0579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_2173762	5150	No terminal repeats	NA	11	11	0.9636	NA	1	3.3598	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_19304792	5795	No terminal repeats	NA	20	11	0.9636	NA	0	5.1548	Unclassified
GX_BH_contig_10191095	7562	No terminal repeats	NA	11	11	0.9636	NA	0	7.9481	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_3443632	15881	No terminal repeats	NA	18	11	0.9636	NA	2	17.9081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_18366469	6393	No terminal repeats	NA	4	11	0.9636	NA	0	4.7532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_11589022	5767	No terminal repeats	NA	5	11	0.9636	NA	1	2.9918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_14725613	17534	No terminal repeats	NA	46	11	0.9636	NA	2	12.7742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_29066397	5836	No terminal repeats	NA	6	11	0.9636	NA	0	1.4937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_3651857	5156	No terminal repeats	NA	10	11	0.9636	NA	0	1.4665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_21159963	5483	No terminal repeats	NA	12	11	0.9636	NA	0	16.6928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_16900517	10020	No terminal repeats	NA	9	11	0.9635	NA	0	5.0645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_6426237||full	7354	No terminal repeats	NA	17	11	0.9635	NA	0	7.4708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_1725090	11353	No terminal repeats	NA	14	11	0.9635	NA	0	2.9649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_23910641||full	9925	No terminal repeats	NA	16	11	0.9635	NA	1	19.7047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_19067582	35525	No terminal repeats	NA	38	11	0.9635	NA	4	43.0890	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_10964971	5126	No terminal repeats	NA	6	11	0.9635	NA	3	6.9926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_9523143	5227	No terminal repeats	NA	8	11	0.9635	NA	0	3.8050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_1792122	8696	No terminal repeats	NA	12	11	0.9635	NA	3	7.0171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_23646138	6807	No terminal repeats	NA	6	11	0.9635	NA	0	2.9134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
JS_LYG_contig_22221183	9014	No terminal repeats	NA	12	11	0.9635	NA	1	5.5657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_1650027||full_1	18729	No terminal repeats	NA	18	11	0.9635	NA	2	19.0696	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_10714858	22346	No terminal repeats	NA	21	11	0.9635	NA	0	17.0965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_26336225||full	13455	No terminal repeats	NA	18	11	0.9635	NA	1	25.5614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_33739139	6921	No terminal repeats	NA	11	11	0.9635	NA	0	2.9074	Unclassified
SD_DY_contig_4407021	10343	No terminal repeats	NA	16	11	0.9635	NA	3	11.1839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_27457868	6161	No terminal repeats	NA	16	11	0.9635	NA	1	12.0423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_17166088||full	25491	No terminal repeats	NA	39	11	0.9635	NA	6	30.7373	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_8860975	5817	No terminal repeats	NA	17	11	0.9635	NA	0	2.0266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_6524397||full	5143	No terminal repeats	NA	6	11	0.9635	NA	0	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
ZJ_WZ_contig_6865094	15861	No terminal repeats	NA	17	11	0.9635	NA	1	6.0469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_7244490	5545	No terminal repeats	NA	1	11	0.9635	NA	0	1.7183	Unclassified
ZJ_WZ_contig_26861243||full	6866	No terminal repeats	NA	22	11	0.9634	NA	2	7.1328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_12129326	5326	No terminal repeats	NA	5	11	0.9634	NA	0	3.2209	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
GX_BH_contig_31789128	8609	No terminal repeats	NA	12	11	0.9634	NA	7	13.2131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_2025341||full	12434	No terminal repeats	NA	25	11	0.9634	NA	1	9.6440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_15890684	6432	No terminal repeats	NA	9	11	0.9634	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_24194970	7498	No terminal repeats	NA	12	11	0.9634	NA	1	8.2222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_27865944	10714	No terminal repeats	NA	10	11	0.9634	NA	1	3.7113	Unclassified
GD_ST_contig_437875||full	13279	No terminal repeats	NA	31	11	0.9634	NA	0	9.3793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_18055329||full	41641	No terminal repeats	NA	60	11	0.9634	NA	5	40.3933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_6021486	9145	No terminal repeats	NA	30	11	0.9634	NA	0	3.4366	Unclassified
GD_ZH_contig_3399810	18437	No terminal repeats	NA	16	11	0.9634	NA	2	12.4843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_3151972	15304	No terminal repeats	NA	24	11	0.9634	NA	2	11.3186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_22923739	5844	No terminal repeats	NA	14	11	0.9634	NA	0	2.9497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_18812289||full	11140	No terminal repeats	NA	18	11	0.9634	NA	2	18.2705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_6303445	7152	No terminal repeats	NA	10	11	0.9634	NA	0	1.5180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_19922692	25081	No terminal repeats	NA	46	11	0.9633	NA	1	13.1997	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_30551752||full	7151	No terminal repeats	NA	13	11	0.9633	NA	1	11.8462	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_16094239	7393	No terminal repeats	NA	8	11	0.9633	NA	0	3.1465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_17289585	6693	No terminal repeats	NA	15	11	0.9633	NA	0	3.3204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_21191177	179610	No terminal repeats	NA	225	11	0.9633	NA	4	53.3731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_24581929	8447	No terminal repeats	NA	10	11	0.9633	NA	2	2.9053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_10469991||full	38390	No terminal repeats	NA	50	11	0.9633	NA	6	26.8942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
