	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH6_FDSW220017126-1r	BH8_FDSW220017128-1r	BH10_FDSW220017130-1r	BH12_FDSW220017132-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DY2_FDME210438600-1b	DY3_FDME210438601-1r	DY6_FDME210438604-1r	DY7_FDME210438605-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	LYG15_FDME210455396-1a	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	SY1_FDME210455397-2a	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	ST1_FDME220007465-1r	ST3_L1	ST7_FDME220007471-1r	ST9_L1	ST10_L1	ST12_L1	ST13_L1	ST15_L1	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	XM2_FDME220007436-1r	XM4_FDME220007438-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	XM10_FDME220007444-1r	XM12_FDME220007446-1r	XM14_FDME220007448-1r	XM15_FDME220007449-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r
JS_LYG_contig_8699745	0	0	0	0	0	0	0.847858825	1.245989127	5.27309884	2.291639793	3.603533821	2.584117283	1.329927763	5.496423782	1.358395984	1.524630682	0	0	0.05346935	0	0	0	0	0	24.70594886	15.69906344	4.609665235	9.818541128	6.292022731	5.829590451	11.00663274	0	1.552635265	0	0.277092182	0.41241682	1.896044305	1.707407333	2.616965609	2.068193906	0	0.396776587	0	1.690344098	1.402226604	2.253531844	0.828349765	0.391901097	0.209944202	0	0	0	0	0.139483431	0	0	1.638075874	0.626525517	1.009197875	2.599744098	1.620995258	5.84390511	0.994143001	0	7.024849947	1.62113101	0.149990422	2.052921113	3.091448154	4.587504296	6.519285557	7.796799968	2.042521272	0.852485395	0.226269269	0.813720529	1.040359657	3.139529829	2.024511434	2.283455924	1.192356595	4.475314222	0.524133549	0.249778414	2.167652763	0.116902832	1.516679518	0.583544429	2.449721663	1.744105543	0	0	1.540501058	0.130333207	1.960118442	3.301875144
JS_LYG_contig_9009441||full	0	0	0	0	0	0	0	0	0.149181517	0	1.672390607	0.281606772	0.664060458	1.136690699	0.359191258	2.811448433	0	0	0	0	0	0	0	0	12.07089855	10.95284067	10.07475333	6.190287972	6.906699715	13.68751881	12.45251231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036594604	0	0	0	0	0	0.354502308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.318590501	8.475571374	0.759893249	4.369217125	2.778029211	4.501239026	2.521508384	2.949619424
JS_LYG_contig_9507037	0	0	0	0	0	0	0	0	0	4.960483856	2.906909577	0.189218441	0.471202814	0.912503816	0.89205996	2.177555968	0	0	0	0	0	0	0	0	3.408219814	15.35756929	15.42794992	0.517851844	1.31557297	47.66704087	0.152516801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1503537	4.070014631	0.789970514	1.830844842	7.652735871	3.803568831	6.331143212	10.34975639
JS_LYG_contig_9844149||full	0	0	0	0	0	0	1.865604791	0.497469098	1.410573512	3.976457832	0.761117711	1.503067604	1.95782149	2.454299975	4.158589882	4.646736456	0	0.363784418	0	0	0	0	0	0	16.25196675	18.25917881	15.21668157	11.61503454	6.888028523	21.84769039	10.6009613	26.87456881	0	0.03544991	2.83917223	0	0.423154842	0.510984257	1.522586435	1.078301245	0.887648145	0	0.369156299	0.487383121	0.015240739	0	0.344912289	0	0.411249893	0	0	0.534221118	1.193839963	0.61959555	0	0	0	0.585275456	0	0	1.061508568	2.137893292	1.164230768	0.475648876	2.927996284	3.837795982	1.329528817	1.168790658	1.147675058	0.568877385	2.255121027	1.697960918	3.213947012	0.888700361	1.294164839	2.571039705	3.43259459	5.525126989	5.504230533	5.163979252	0	0	0	0	0.03805906	0	0	0	5.700542646	10.06534783	0.500046738	5.008615844	5.299792474	3.954630868	5.916841104	4.540090527
JS_YC_contig_10045132||full	0	0	0	0	0	0	0	0	10.04323909	15.56525828	6.854217823	24.15280578	15.23816351	20.30755102	14.52034267	44.10987537	0	0.827531813	0	0	0	0	0	0	1.653193559	0	0.033595379	2.863705409	20.97720665	0	9.928614375	2.837822243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.02459852	11.57773846	13.33017931	18.24054097	10.39770813	21.5133783	18.19136681	18.12353131	0	0	0	0	0	0	0	0	6.301718594	2.361188863	0	0	0	2.052305927	0	0.43284121
JS_YC_contig_10048076||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.684851023	0	0.377496668	2.180697635	1.691362029	1.884429003	0.702306162	1.29006827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102190592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.198687901	10.02341696	7.47697082	10.28102001	12.02457876	10.36443034	7.907879565	9.586716344	0	0	0	0	0	0	0	0	0	0	0	0	1.71797166	0.332350528	0.403503747	0.071979648
JS_YC_contig_10162412||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.457455622	0	8.820828376	6.279499183	4.038501586	3.529317964	0.516914834	1.383956429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.516949811	1.913759863	3.430571453	0.92489138	3.04115987	3.657866819	6.986258832	0	0	0	0	0	0	0	0	0	2.273173954	4.246982562	4.074815441	7.263242049	3.921371295	8.531653198	6.258811312	4.856058497	0	0	0	0	0	0	0	0	0	0.365902472	0	0	0	0	0	0
JS_YC_contig_10295327||full	0	0	0	0	0	0	0	0	10.08289489	13.71323894	10.14704638	23.15393686	15.65178442	19.13271373	14.4450406	14.50961311	0	0	0	0	0	0	0	0	1.782236964	0.602463735	4.548808441	6.328783332	17.85523671	1.911184647	10.38684681	0	0	0.095442565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.887584657	0.668670158	0.447693858	1.26025842	0.916962918	0	0.597651201	17.0695745	14.86713828	22.36751588	18.93089401	15.50113332	19.46730159	19.68179619	20.94377263	0	0	0	0	0	0	0	0	3.628821389	0.494981177	0	3.024851338	0.994103372	0.421560583	0	0.214667643
JS_YC_contig_10342676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0715242	5.250253501	187.7931343	0	0	2.051980669	1.769804374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_10407704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283611996	0	0	0	0	0	0	0	0	0	0	0	16.7444689	7.403192807	20.87847919	17.01407267	10.74828141	19.74847039	19.65390378	16.75494013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.19244517	17.91885761	15.40223839	7.765739544	23.106069	21.74774973	22.20787619	6.745808882	0	0	0	0	0	0	0	0	9.745848231	9.963308005	6.471226107	4.244983317	9.181389528	10.51366844	7.419590303	10.11495055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_10511516_fragment_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232778876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.17480348	11.94197399	9.813329284	11.37027492	9.099119502	16.0399664	12.56563393	10.85743451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_10648310||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.180496699	0.786083632	4.227432123	3.88706687	2.691533838	5.142283979	7.1251808	3.406100196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.374344702	5.473100081	7.926219733	0.843941875	6.174054877	2.656808694	8.283025446	1.362535794	0	0	0	0	0	0	0	0	6.718857314	4.738475719	11.10619114	4.898519829	9.759241367	7.427594373	6.274543702	9.050581672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_10679706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260118153	0	0	0	1.157478233	0	0	0	0	0	0	0	0.223343364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.88227625	9.042354526	2.693525292	20.13661487	8.750725274	2.724536563	2.954809632	9.411053321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_10736332||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712970913	0.554298607	1.562920407	0.919240652	0.520668504	3.723812422	3.486633986	2.652135064	0	0	0	0	0	0	0	0	0.44078406	0	0	0	0	0	0	0	2.780892885	1.31319051	1.405947689	0	4.883129229	2.166780427	2.743162553	1.039371889	0	0	0	0	0	0	0	0.402373373	7.551725458	6.44563727	6.003986409	9.316832942	3.858555495	4.858962123	5.893931942	8.391469048	0	0	0	0	0	0	0	0	0	1.536922908	0	0	1.288351951	1.589394643	2.204576544	0.57953112
JS_YC_contig_10756594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.435643408	4.63749302	7.746006334	5.705633449	3.372522694	2.316743388	4.803287152	5.580639598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_10964490||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054734975	0	0	0	0	0.05411486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.422852873	13.40045032	6.890253697	5.599040307	9.967907722	5.098217208	5.185699891	8.086808869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_11121422||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26441192	0.401082495	0.145743152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.331828246	8.165652782	16.29729536	12.95200065	12.35298472	2.250422928	5.858824555	0.100660417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63161254	0.833805352	0.560893699	0	2.312699798	0.83762548	0	0.067126463	0	0	0.332921229	0	0	0	0	0	62.17969719	57.21877179	65.4973532	53.02544572	48.99342509	70.38162311	55.34685208	53.98299694	0	0	0	0	0	0.196701505	0	0	2.490119545	0.361656357	0	0	0	0	0	0
JS_YC_contig_11355894||full_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.46906894	97.98794978	11.41498771	13.43573745	13.91212053	4.403580951	9.566173689	19.13418898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_11452252||full	0	0	0	0	0	0	0	0	0	0	0	0	0.635030424	0.16917019	0.071195875	0	0	0	0	0	0	0	0	0	3.41223063	13.65185633	7.294967244	0.46539522	3.701894995	19.71251451	0	0	0.698751147	0	0.132999007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409440064	0	0	0	0	0	0.11171909	0	1.543778728	0.749232914	2.49707031	1.474822357	0.181427911	0.563323307	0.353448143	0	6.684587542	10.05728424	15.59065068	8.670382184	11.93640783	12.84965244	6.669715066	12.9523895	0	0	0	0	0	0	0	0	1.526924547	1.560236927	5.565293293	1.791955606	0.101764114	0.903146358	0	0.363477355
JS_YC_contig_11519246||full	1.648824609	1.710045775	3.590969743	0.996547386	2.386648997	1.113290339	1.264818959	1.457676989	27.64415409	24.62343823	23.16522252	30.19943162	29.50041772	31.7788759	29.14818278	16.35539011	9.190003278	34.26925696	8.371841772	1.771135746	1.183422053	0.668151363	0.194545252	1.077197806	14.60354284	36.53728397	52.25496085	28.46450582	40.4567813	112.0624425	14.91693127	0	11.88809379	4.267340329	7.822050028	8.934019645	5.454190497	5.440780437	3.595169139	2.58069506	0	0	0	0	0	0	0	0	2.334214544	5.947412285	1.074527786	5.34934041	3.47070106	2.792088805	7.393284809	7.071353808	16.3729135	17.10941453	12.11341378	17.6038915	13.62120243	10.46083967	3.248838569	23.16091066	18.45308882	29.58573848	27.89782229	29.64497993	27.0939251	25.66181253	18.48053431	13.81308885	39.12019437	45.48487242	53.77852173	27.94786389	46.45446502	29.17322065	42.12004269	35.94622407	5.529245051	18.03026653	8.970912166	20.63591761	26.38818511	20.86683498	25.63988612	20.51707184	24.59548757	19.86186433	30.5622533	17.3750778	13.57321949	24.04286769	16.33095593	15.25498355
JS_YC_contig_11621822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.356664953	0.148356135	1.444682222	0.891238088	1.93004491	2.382018729	3.695974249	1.640547768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.715425331	9.017927167	5.382519882	5.756134937	6.954193782	6.642394243	8.451832981	6.008089671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_11628056||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213472515	0	0	0	0	0	0	6.152939713	1.984639326	11.464328	9.942240889	14.12553118	7.747709707	8.984804375	6.533243277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.94768716	23.53197426	22.35570271	11.89261037	17.28322209	23.74377083	25.65292674	17.14323563	0	0	0	0	0	0	0	0	12.76799328	11.94333259	13.24538524	11.21985588	13.28187905	17.546633	14.87797404	5.155229645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_11946946||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.671350941	2.623565871	7.425395247	1.754079244	2.191582409	12.64612831	2.711548093	0	3.856617316	1.011083381	2.459036522	4.144585299	0.303101484	4.652052983	4.847100803	4.113910091	1.059741623	0.580847252	2.330011756	3.796002118	4.932145883	6.662018604	1.905535802	2.898137188	0	0	0.278513248	0	0	0	0	0	2.896068265	3.418826916	1.702189342	1.800591703	3.737766653	4.444450749	3.916382347	6.706758577	0	0	0	0.258220537	0	0	0.296872883	0.534687304	3.886281939	6.85412376	4.423173968	7.152524803	4.627241676	5.503084351	3.636095411	8.242491999	0	0	0	0	0	0	0	0	3.554428648	5.915494912	1.899518367	6.559981911	12.37293667	6.422181293	7.661392344	6.185565014
JS_YC_contig_11955599||full_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482035887	0	0	0.719448976	1.132687723	1.087395778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256883144	1.71825677	0	1.272610876	2.295304399	0	0	0	0	0	0	0	0	6.993689468	4.883466213	1.02384416	2.419090865	3.8592825	6.930035922	3.916644575	4.570281921	0	0	0	0	0	0	0	0	0.083159081	0.855455473	0	0	0.097921634	0.672681468	2.320400762	1.98254265
JS_YC_contig_12008120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.468924695	0.851850915	1.653039173	0.163662208	0.959517649	3.408696538	0	0	1.992976314	0	1.353695247	1.654351365	0.021462578	0	0	0	0	0	0	0	0	0	0	0	0.384954231	0	0.243539449	0	0	0	0	0	18.13271859	12.57999406	21.01645138	33.86765617	12.34325445	25.47370419	10.70325147	17.2544956	75.58470621	85.98553008	85.66306129	63.38488908	81.45944482	174.2685593	75.95261874	133.6201907	3.485804568	5.264179273	4.117808411	1.447312366	3.846732298	2.415584699	3.227703548	4.141148724	0.096403149	0	0	0	0	0	0	0.091395766	0	0	0	0	0	0	0	0
JS_YC_contig_12279870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.412295576	0	3.375456865	2.767805248	1.693631087	2.845905577	5.649621824	2.001550599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009139735	0	0	0	0	0	0	0	0	8.824560285	13.41462541	10.37166612	12.60055939	10.70543007	15.00180362	12.81036517	11.47191965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_12609450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.75960831	34.37687777	46.96411846	26.78017015	44.83870678	46.77166468	47.46142658	43.9776671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_12610235||full	0	0	0	0	0	0	0	0	0	0	0	0	0.726475607	0	0	0.259217244	0	0	0	0	0	0	0	0	0.048432323	0	0	3.748536142	1.736985682	0	0	0	0.160428723	0	0.038345126	1.60544323	2.570531427	0.066551062	0.824278922	0	0	0	0	0	0	0	0	0	0	1.989527412	0	0	0	0	0	0.506912419	0	0.154443892	1.069233804	0	0.25238922	0	0.05930709	0.410422901	0.887043965	0.491114434	2.504609558	0	0.684722774	0.879258141	1.130812756	0	5.785502464	5.126030047	3.600544402	3.056315571	3.457065311	3.529281127	6.990654233	3.844334437	0	0	0	0	0	0	0	0	0.1249308	0	0.278175524	0.396364942	1.221131419	1.783117832	1.378958635	0
JS_YC_contig_12643485||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443043396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.842210547	8.611944358	9.213122451	5.463645841	4.912127709	0.355783712	2.233441039	6.431491485	0	0	0	0	0	0	0	0	0.063849864	0	0.099765244	0	0	0	0	0
JS_YC_contig_12670775||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.769708325	1.50679369	0.786471328	35.90668841	1.676075659	1.904388101	0.767078663	8.605583928	0	0	0	0	0	0	0	0	0	0	0	3.257776166	0	0	0	0
JS_YC_contig_12755024||0_partial	0	0	0	0	0	0	0	0	6.884095571	2.018914857	1.195684601	3.708216591	2.280214879	1.394548422	2.454143859	0.511874379	0	0	0	0	0	0	0	0	1.144438369	0	0.28938502	3.659071299	5.968943262	0	3.220502476	0	0.33381159	0	0.043443965	0.014891594	0	0.013880548	0.130746823	0.0717625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.082138868	7.477808077	12.73869176	11.37292847	10.58692261	11.8622155	10.38774059	13.37165024	0	0	0	0	0	0	0	0	1.310603858	1.832741831	0	2.054280809	7.762736187	7.065129553	9.104568057	5.393845487
JS_YC_contig_12933171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260191706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.935890047	4.31264731	4.442245842	8.163684283	3.600208095	8.65008568	10.03227565	7.75474525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_13133074||full	0	0	0	0	0	0	0	0	11.6783046	5.746507661	1.290751757	4.084565878	3.57541338	9.435666804	10.11802167	5.368016278	0	2.958716906	0	0	0.133390903	0	0	0	7.904488632	14.92655758	12.35422739	8.628899456	10.48243104	9.527846772	0.457004253	0	5.689025426	2.589160334	8.160409874	8.550198596	5.056238114	8.098224387	7.982744741	7.126989756	0	0	0	0	0	0	0	0	0	0.011718342	0	0.218317575	0	0	0	0	6.08737562	3.864764746	4.978251606	0.184154884	5.724652113	2.557745153	3.052686051	0.277966124	0.550494429	0.293537927	0.119136593	0.218918098	0	0.411700117	0.352944724	0.790937973	22.1597662	21.55638896	27.26257065	26.38925588	21.97485991	28.44037669	25.71573383	18.87273526	0	0.137570913	0	0	0	0.354758652	0	0	4.783328279	7.013603556	2.829187667	5.176617034	6.900929311	9.156136664	13.45932272	9.547217987
JS_YC_contig_13246854||0_partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.159275665	2.312530732	9.273846955	4.24011143	7.186448186	9.52974963	11.23205092	6.947490728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33340763	4.525460409	3.00048295	0.177282318	8.439643723	2.728305472	8.367058673	0.369876984	0	0	0	0	0	0	0	0	17.06297613	13.66764284	14.88212434	16.10436788	11.97925912	16.59212192	18.97707262	12.68451126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_1331492||full_1	0	0	0	0	0	0	0	0	0.203854822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112340122	0	0.742847448	0	0	3.022392278	2.150434605	3.513940649	1.849645062	2.198432193	1.811909877	0.198875294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.986439175	0	0	1.370447059	0	1.225786105	0	0	0	0	0	0	0	0	0	3.334745329	6.601165013	2.81326976	3.47283028	9.82691176	9.749973804	7.419109092	4.680299742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193476819
JS_YC_contig_13560781||full	0	0	0	0	0	0	0	0	1.204234696	0.33476633	4.375846919	3.463481337	2.706769486	1.089828843	1.045151079	0.581203717	0	0	0	0	0	0	0	0	0	1.603004513	0.689351732	2.537299589	0	4.943453171	0.057585974	0	2.065608323	0.519630403	1.405403694	0.648038942	0.059996075	0.107552814	0.797589725	0.600721885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.251124029	3.558475564	5.32094138	3.014044162	0.942525563	0.9894837	1.461649496	2.474404683	0	0	0	0	0	0	0	0	4.367672281	5.702904481	3.219619935	2.595362735	4.072595999	5.998452058	4.950538634	3.716752608	0	0	0	0	0	0	0	0	5.991119588	5.147255313	9.944924814	3.543026577	5.763929368	5.972385037	9.572401484	3.757417956
JS_YC_contig_13605601||full	0	0	0	0	0	0	0	0	1.828571179	0.71674551	3.314394184	15.82765615	13.15795406	9.348932204	6.248358599	13.44182024	0	0	0	0	0	0	0	0	0	0	0.84379583	0	0	0.361030254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.71022619	22.0393215	17.58502861	22.17980404	18.96177932	28.97543147	21.74587811	15.40096615	0	0	0	0	0	0	0	0	13.29329882	2.375905226	0.137673103	2.865816959	0.243850086	0.41902104	0.440980702	0.804628291
JS_YC_contig_13725386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.30648882	14.69025043	17.44776281	10.36324403	9.123253335	18.67436553	15.11938769	10.86109067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_contig_14069230||full	0	0	0	0	0	0	0	0	0.852406871	1.055183441	0	0	0.731539789	0.313491386	0.687377204	0.721126592	0	0	0	0	0	0	0	0	0.062648508	0	0	1.025417819	1.361813024	0	0	0	2.742725056	1.90215866	3.772130097	4.623089236	4.920109451	4.025647772	2.412440271	1.242771241	0	0	0	0	0	0	0	0	2.272705218	7.019321539	2.489908598	3.885501223	0	0	0.215071489	1.213444806	0	0	0	0	0.082148045	0	0	0	0	0	0.367660284	0.273460734	0.144804887	0	0	0	7.95937034	6.265256565	7.410428649	5.584712178	5.925685909	6.174337428	9.684473734	6.614779946	2.319550447	13.98028361	1.650274662	13.36224951	13.36993717	11.51858521	8.948624376	9.065747212	0	0	0	0	0	0	0	0
